time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
1.539,0.24,1.24,-0.16,0.29,0.54,0.15,0.42,0.05,-0.15
1.546,0.53,1.43,-0.16,0.29,0.54,0.15,0.42,0.05,-0.15
1.584,1,1.5,-0.04,0.29,0.54,0.15,0.42,0.05,-0.15
1.587,1,1.5,-0.04,0.29,0.54,0.15,0.38,0,-0.77
1.588,1,1.5,-0.04,4.02,2.81,-0.37,0.38,0,-0.77
1.589,1,1.5,-0.04,4.02,2.81,-0.37,0.38,0,-0.77
1.589,1.12,1.21,0.12,4.02,2.81,-0.37,0.38,0,-0.77
1.606,1.12,1.21,0.12,10.25,1.87,1.81,0.38,0,-0.77
1.609,0.55,0.84,0.02,10.25,1.87,1.81,0.38,0,-0.77
1.61,0.55,0.84,0.02,10.25,1.87,1.81,0.32,1.23,-1.77
1.625,0.12,0.88,-0.1,10.25,1.87,1.81,0.32,1.23,-1.77
1.638,0.12,0.88,-0.1,10.25,1.87,1.81,0.32,1.23,-1.77
1.645,0.14,0.95,0.2,10.25,1.87,1.81,0.32,1.23,-1.77
1.646,0.14,0.95,0.2,10.25,1.87,1.81,0.32,1.94,-1.47
1.646,0.14,0.95,0.2,10.51,1.96,2.04,0.32,1.94,-1.47
1.678,0.49,0.83,0.25,10.51,1.96,2.04,0.32,1.94,-1.47
1.685,0.72,0.82,0.21,10.51,1.96,2.04,0.32,1.94,-1.47
1.688,0.72,0.82,0.21,10.51,1.96,2.04,-0.02,-0.48,0.49
1.689,0.72,0.82,0.21,3.99,-0.95,2.75,-0.02,-0.48,0.49
1.722,0.72,0.82,0.21,3.99,-0.95,2.75,-0.02,-0.48,0.49
1.725,0.67,0.9,0.15,3.99,-0.95,2.75,-0.02,-0.48,0.49
1.727,0.51,0.95,0.11,3.99,-0.95,2.75,-0.02,-0.48,0.49
1.728,0.51,0.95,0.11,3.99,-0.95,2.75,-0.25,-0.68,1.59
1.729,0.51,0.95,0.11,7.12,-1.01,2.99,-0.25,-0.68,1.59
1.744,0.31,0.97,0.05,7.12,-1.01,2.99,-0.25,-0.68,1.59
1.759,0.31,0.97,0.05,7.12,-1.01,2.99,-0.25,-0.68,1.59
1.801,0.13,0.98,-0.04,7.12,-1.01,2.99,-0.25,-0.68,1.59
1.804,0.13,0.98,-0.04,7.12,-1.01,2.99,-0.33,0.72,1.86
1.805,0.13,0.98,-0.04,6.25,-1.05,2.83,-0.33,0.72,1.86
1.807,0.04,0.94,-0.12,6.25,-1.05,2.83,-0.33,0.72,1.86
1.808,-0.03,0.96,-0.2,6.25,-1.05,2.83,-0.33,0.72,1.86
1.809,-0.03,0.96,-0.2,6.25,-1.05,2.83,-0.46,1.07,2.02
1.809,-0.03,0.96,-0.2,0.77,-0.31,0.74,-0.46,1.07,2.02
1.819,-0.03,0.96,-0.2,0.77,-0.31,0.74,-0.46,1.07,2.02
1.823,-0.11,0.98,-0.25,0.77,-0.31,0.74,-0.46,1.07,2.02
1.843,-0.1,0.98,-0.23,0.77,-0.31,0.74,-0.46,1.07,2.02
1.845,-0.1,0.98,-0.23,0.77,-0.31,0.74,-0.52,0.86,2.03
1.847,-0.1,0.98,-0.23,-2.39,-0.12,-1.37,-0.52,0.86,2.03
1.871,-0.13,0.97,-0.24,-2.39,-0.12,-1.37,-0.52,0.86,2.03
1.878,-0.13,0.97,-0.24,-2.39,-0.12,-1.37,-0.52,0.86,2.03
1.896,-0.13,0.97,-0.24,-3.08,0.01,-1.56,-0.52,0.86,2.03
1.897,-0.2,0.95,-0.28,-3.08,0.01,-1.56,-0.52,0.86,2.03
1.898,-0.2,0.95,-0.28,-3.08,0.01,-1.56,-0.47,0.44,1.93
1.901,-0.22,0.94,-0.28,-3.08,0.01,-1.56,-0.47,0.44,1.93
1.922,-0.21,0.95,-0.37,-3.08,0.01,-1.56,-0.47,0.44,1.93
1.923,-0.21,0.95,-0.37,-3.08,0.01,-1.56,-0.28,-0.13,1.66
1.924,-0.21,0.95,-0.37,-4.64,-0.03,-2.02,-0.28,-0.13,1.66
1.939,-0.21,0.95,-0.37,-4.64,-0.03,-2.02,-0.28,-0.13,1.66
1.943,-0.26,0.97,-0.47,-4.64,-0.03,-2.02,-0.28,-0.13,1.66
1.963,-0.4,1,-0.43,-4.64,-0.03,-2.02,-0.28,-0.13,1.66
1.966,-0.4,1,-0.43,-4.64,-0.03,-2.02,0.07,-0.3,0.95
1.968,-0.4,1,-0.43,-5.92,0.28,-3.41,0.07,-0.3,0.95
1.991,-0.65,0.96,-0.6,-5.92,0.28,-3.41,0.07,-0.3,0.95
2.016,-0.65,0.96,-0.6,-5.92,0.28,-3.41,0.07,-0.3,0.95
2.018,-1.01,0.78,-0.47,-5.92,0.28,-3.41,0.07,-0.3,0.95
2.019,-1.01,0.78,-0.47,-5.92,0.28,-3.41,0.5,-0.45,-0.12
2.02,-1.01,0.78,-0.47,-5.76,0.28,-3.12,0.5,-0.45,-0.12
2.022,-1.08,0.99,-0.29,-5.76,0.28,-3.12,0.5,-0.45,-0.12
2.04,-0.5,1.98,-0.15,-5.76,0.28,-3.12,0.5,-0.45,-0.12
2.042,-0.5,1.98,-0.15,-5.76,0.28,-3.12,0.88,-0.77,-1.54
2.043,-0.5,1.98,-0.15,-11.1,-0.44,-2.95,0.88,-0.77,-1.54
2.058,-0.5,1.98,-0.15,-11.1,-0.44,-2.95,0.88,-0.77,-1.54
2.06,1.12,2.28,-0.4,-11.1,-0.44,-2.95,0.88,-0.77,-1.54
2.08,2.04,1.25,0.12,-11.1,-0.44,-2.95,0.88,-0.77,-1.54
2.085,2.04,1.25,0.12,-11.1,-0.44,-2.95,1.06,-0.12,-0.92
2.087,2.04,1.25,0.12,6.78,8.47,0.46,1.06,-0.12,-0.92
2.11,-0.3,0.06,-0.67,6.78,8.47,0.46,1.06,-0.12,-0.92
2.119,-0.3,0.06,-0.67,6.78,8.47,0.46,1.06,-0.12,-0.92
2.121,-2.75,0.76,-0.57,6.78,8.47,0.46,1.06,-0.12,-0.92
2.122,-2.75,0.76,-0.57,6.78,8.47,0.46,0.89,2.99,-2.25
2.122,-2.75,0.76,-0.57,7.27,8.26,0.6,0.89,2.99,-2.25
2.139,-1.57,1.33,-0.22,7.27,8.26,0.6,0.89,2.99,-2.25
2.16,-1.57,1.33,-0.22,-15.86,-2.65,-2.49,0.89,2.99,-2.25
2.162,0.73,1.14,-0.29,-15.86,-2.65,-2.49,0.89,2.99,-2.25
2.164,0.73,1.14,-0.29,-15.86,-2.65,-2.49,0.6,0.63,-1.14
2.187,0.73,1.14,-0.29,-15.86,-2.65,-2.49,0.6,0.63,-1.14
2.188,0.65,1.08,-0.32,-15.86,-2.65,-2.49,0.6,0.63,-1.14
2.213,0.02,1.02,-0.4,-15.86,-2.65,-2.49,0.6,0.63,-1.14
2.214,0.02,1.02,-0.4,-15.86,-2.65,-2.49,0.55,-1.85,0.61
2.215,0.02,1.02,-0.4,3.73,0.96,-0.74,0.55,-1.85,0.61
2.221,-0.12,0.92,-0.42,3.73,0.96,-0.74,0.55,-1.85,0.61
2.237,-0.12,0.92,-0.42,3.73,0.96,-0.74,0.55,-1.85,0.61
2.239,0.1,0.89,-0.37,3.73,0.96,-0.74,0.55,-1.85,0.61
2.24,0.1,0.89,-0.37,3.73,0.96,-0.74,0.29,-0.47,-0.18
2.24,0.1,0.89,-0.37,3.79,0.97,-0.6,0.29,-0.47,-0.18
2.258,0.24,0.96,-0.31,3.79,0.97,-0.6,0.29,-0.47,-0.18
2.287,0.16,0.94,-0.34,3.79,0.97,-0.6,0.29,-0.47,-0.18
2.288,0.16,0.94,-0.34,3.79,0.97,-0.6,0.2,-0.87,-0.14
2.289,0.16,0.94,-0.34,0.07,-0.51,-0.78,0.2,-0.87,-0.14
2.32,0.16,0.94,-0.34,0.07,-0.51,-0.78,0.2,-0.87,-0.14
2.321,0.09,0.88,-0.36,0.07,-0.51,-0.78,0.2,-0.87,-0.14
2.322,0.16,0.85,-0.36,0.07,-0.51,-0.78,0.2,-0.87,-0.14
2.323,0.16,0.85,-0.36,0.86,-0.83,-0.59,0.2,-0.87,-0.14
2.323,0.16,0.85,-0.36,0.86,-0.83,-0.59,0.13,-0.79,-0.3
2.337,0.23,0.98,-0.34,0.86,-0.83,-0.59,0.13,-0.79,-0.3
2.358,0.23,0.98,-0.34,1.12,-0.81,-0.52,0.13,-0.79,-0.3
2.361,0.16,1.07,-0.33,1.12,-0.81,-0.52,0.13,-0.79,-0.3
2.363,0.16,1.07,-0.33,1.12,-0.81,-0.52,0.14,-0.9,-0.46
2.364,0.16,1.07,-0.33,1.12,-0.81,-0.52,0.14,-0.9,-0.46
2.383,0.19,0.93,-0.28,1.12,-0.81,-0.52,0.14,-0.9,-0.46
2.397,0.18,0.92,-0.25,1.12,-0.81,-0.52,0.14,-0.9,-0.46
2.399,0.18,0.92,-0.25,2.01,0.21,-0.1,0.14,-0.9,-0.46
2.401,0.18,0.92,-0.25,2.01,0.21,-0.1,0.18,-0.93,-0.68
2.417,0.33,1.05,-0.34,2.01,0.21,-0.1,0.18,-0.93,-0.68
2.419,0.33,1.05,-0.34,2.01,0.21,-0.1,0.18,-0.93,-0.68
2.437,0.32,1.11,-0.41,2.01,0.21,-0.1,0.18,-0.93,-0.68
2.438,0.32,1.11,-0.41,2.01,0.21,-0.1,0.29,-0.86,-1.09
2.439,0.32,1.11,-0.41,3.29,0.58,-0.16,0.29,-0.86,-1.09
2.456,0.03,1.13,-0.37,3.29,0.58,-0.16,0.29,-0.86,-1.09
2.487,-0.07,1.07,-0.37,3.29,0.58,-0.16,0.29,-0.86,-1.09
2.489,-0.07,1.07,-0.37,3.29,0.58,-0.16,0.32,-0.67,-1.57
2.489,-0.07,1.07,-0.37,3.89,0.66,-0.06,0.32,-0.67,-1.57
2.49,-0.07,1.07,-0.37,3.89,0.66,-0.06,0.32,-0.67,-1.57
2.495,0.06,1.19,-0.37,3.89,0.66,-0.06,0.32,-0.67,-1.57
2.515,0.14,1.39,-0.17,3.89,0.66,-0.06,0.32,-0.67,-1.57
2.517,0.14,1.39,-0.17,3.89,0.66,-0.06,0.35,-1.18,-1.84
2.518,0.14,1.39,-0.17,2.05,1.81,-0.35,0.35,-1.18,-1.84
2.534,0.13,1.39,0.05,2.05,1.81,-0.35,0.35,-1.18,-1.84
2.537,0.13,1.39,0.05,2.05,1.81,-0.35,0.35,-1.18,-1.84
2.557,0.05,1.38,0.08,2.05,1.81,-0.35,0.35,-1.18,-1.84
2.56,0.05,1.38,0.08,4.01,4.48,3.03,0.35,-1.18,-1.84
2.562,0.05,1.38,0.08,4.01,4.48,3.03,0.27,-1.66,-2.33
2.581,-0.38,1.56,0.13,4.01,4.48,3.03,0.27,-1.66,-2.33
2.593,-0.73,1.71,0.23,4.01,4.48,3.03,0.27,-1.66,-2.33
2.594,-0.73,1.71,0.23,4.01,4.48,3.03,0.11,-2.33,-3.01
2.595,-0.73,1.71,0.23,5.26,4.84,2.68,0.11,-2.33,-3.01
2.597,-0.73,1.71,0.23,5.26,4.84,2.68,0.11,-2.33,-3.01
2.615,0.35,1.59,-0.04,5.26,4.84,2.68,0.11,-2.33,-3.01
2.635,0.35,1.59,-0.04,2.9,7.46,2.98,0.11,-2.33,-3.01
2.638,1.52,1.84,-0.69,2.9,7.46,2.98,0.11,-2.33,-3.01
2.639,1.52,1.84,-0.69,2.9,7.46,2.98,0.24,-4.59,-2.35
2.654,1.11,1.46,-1.12,2.9,7.46,2.98,0.24,-4.59,-2.35
2.657,1.11,1.46,-1.12,2.9,7.46,2.98,0.24,-4.59,-2.35
2.682,1.11,1.46,-1.12,15.94,7.51,-6.25,0.24,-4.59,-2.35
2.685,0.43,1.43,-0.67,15.94,7.51,-6.25,0.24,-4.59,-2.35
2.687,0.43,1.43,-0.67,15.94,7.51,-6.25,0.24,-1.3,-2.34
2.693,0.2,1.59,-0.48,15.94,7.51,-6.25,0.24,-1.3,-2.34
