time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
1.6,-0.39,1.65,-0.16,-2.44,6.38,0.42,-0.47,-0.9,-0.01
1.601,-0.39,1.65,-0.16,-2.44,6.38,0.42,-0.47,-0.9,-0.01
1.64,0.67,1.6,0.15,-2.44,6.38,0.42,-0.47,-0.9,-0.01
1.644,0.67,1.6,0.15,-2.44,6.38,0.42,-0.7,-1.03,0.25
1.646,0.67,1.6,0.15,7.77,5.76,3.06,-0.7,-1.03,0.25
1.682,0.67,1.6,0.15,7.77,5.76,3.06,-0.7,-1.03,0.25
1.687,1.15,1.46,-0.02,7.77,5.76,3.06,-0.7,-1.03,0.25
1.703,1.15,1.46,-0.02,7.77,5.76,3.06,-0.21,0.43,-0.93
1.703,1.15,1.46,-0.02,12.63,4.29,1.31,-0.21,0.43,-0.93
1.712,-0.86,1.88,-0.52,12.63,4.29,1.31,-0.21,0.43,-0.93
1.713,-0.86,1.88,-0.52,12.63,4.29,1.31,1.28,1.13,-3.51
1.714,-0.86,1.88,-0.52,-5.74,8.66,-3.01,1.28,1.13,-3.51
1.716,-0.86,1.88,-0.52,-5.74,8.66,-3.01,1.28,1.13,-3.51
1.765,-0.71,1.46,-0.46,-5.74,8.66,-3.01,1.28,1.13,-3.51
1.768,-0.71,1.46,-0.46,-5.74,8.66,-3.01,1.36,-1.64,-3.19
1.77,-0.71,1.46,-0.46,-2.89,5.03,-2.06,1.36,-1.64,-3.19
1.777,-0.71,1.46,-0.46,-2.89,5.03,-2.06,1.36,-1.64,-3.19
1.811,-0.06,1.21,-0.29,-2.89,5.03,-2.06,1.36,-1.64,-3.19
1.812,-0.06,1.21,-0.29,-2.89,5.03,-2.06,0.85,-2.75,-2.54
1.813,-0.06,1.21,-0.29,4.61,3.07,-0.56,0.85,-2.75,-2.54
1.84,-0.35,0.78,-0.09,4.61,3.07,-0.56,0.85,-2.75,-2.54
1.841,-0.35,0.78,-0.09,4.61,3.07,-0.56,0.64,-1.12,-2.51
1.842,-0.35,0.78,-0.09,2.62,-0.55,1.26,0.64,-1.12,-2.51
1.842,-0.35,0.78,-0.09,2.62,-0.55,1.26,0.64,-1.12,-2.51
1.88,-0.25,0.41,-0.07,2.62,-0.55,1.26,0.64,-1.12,-2.51
1.881,-0.25,0.41,-0.07,2.62,-0.55,1.26,0.64,0.06,-1.74
1.882,-0.25,0.41,-0.07,4.14,-3.6,1.73,0.64,0.06,-1.74
1.899,-0.25,0.41,-0.07,4.14,-3.6,1.73,0.64,0.06,-1.74
1.908,0,0.33,-0.17,4.14,-3.6,1.73,0.64,0.06,-1.74
1.909,0,0.33,-0.17,4.14,-3.6,1.73,0.53,1.31,-0.62
1.909,0,0.33,-0.17,6.46,-4.09,1.23,0.53,1.31,-0.62
1.948,-0.03,0.07,-0.14,6.46,-4.09,1.23,0.53,1.31,-0.62
1.95,-0.03,0.07,-0.14,6.46,-4.09,1.23,0.08,1.93,0.6
1.952,-0.03,0.07,-0.14,5.65,-6.69,1.91,0.08,1.93,0.6
1.956,-0.03,0.07,-0.14,5.65,-6.69,1.91,0.08,1.93,0.6
1.988,-0.34,-0.03,-0.12,5.65,-6.69,1.91,0.08,1.93,0.6
1.991,-0.34,-0.03,-0.12,5.65,-6.69,1.91,-0.26,1.51,1.86
1.993,-0.34,-0.03,-0.12,1.84,-7.96,2.36,-0.26,1.51,1.86
2.02,-0.34,-0.03,-0.12,1.84,-7.96,2.36,-0.26,1.51,1.86
2.028,-0.27,-0.02,-0.04,1.84,-7.96,2.36,-0.26,1.51,1.86
2.031,-0.27,-0.02,-0.04,1.84,-7.96,2.36,-0.47,0.59,2.96
2.033,-0.27,-0.02,-0.04,1.45,-8.36,3.11,-0.47,0.59,2.96
2.068,-0.42,0.25,-0.28,1.45,-8.36,3.11,-0.47,0.59,2.96
2.071,-0.42,0.25,-0.28,1.45,-8.36,3.11,-0.5,0.95,3.24
2.074,-0.42,0.25,-0.28,-1.21,-6.08,0.65,-0.5,0.95,3.24
2.076,-0.42,0.25,-0.28,-1.21,-6.08,0.65,-0.5,0.95,3.24
2.106,-0.98,0.54,-0.56,-1.21,-6.08,0.65,-0.5,0.95,3.24
2.107,-0.98,0.54,-0.56,-1.21,-6.08,0.65,-0.63,1.48,2.39
2.108,-0.98,0.54,-0.56,-7.55,-3.53,-2.15,-0.63,1.48,2.39
2.143,-0.98,0.54,-0.56,-7.55,-3.53,-2.15,-0.63,1.48,2.39
2.193,-1.4,0.15,-0.65,-7.55,-3.53,-2.15,-0.63,1.48,2.39
2.197,-1.4,0.15,-0.65,-7.55,-3.53,-2.15,-0.44,0.8,0.95
2.199,-1.4,0.15,-0.65,-11.94,-7.33,-3.08,-0.44,0.8,0.95
2.202,-1.02,2.29,-0.58,-11.94,-7.33,-3.08,-0.44,0.8,0.95
2.205,-1.02,2.29,-0.58,-11.94,-7.33,-3.08,0.63,0.26,-1.22
2.207,-1.02,2.29,-0.58,-7.64,13.59,-2.12,0.63,0.26,-1.22
2.209,-1.02,2.29,-0.58,-7.64,13.59,-2.12,0.63,0.26,-1.22
2.226,1,0.94,-0.47,-7.64,13.59,-2.12,0.63,0.26,-1.22
2.227,1,0.94,-0.47,-7.64,13.59,-2.12,-0.16,-0.95,-0.35
2.228,1,0.94,-0.47,12.16,0.34,-1.12,-0.16,-0.95,-0.35
2.258,1,0.94,-0.47,12.16,0.34,-1.12,-0.16,-0.95,-0.35
2.277,-1.55,0.42,-0.38,12.16,0.34,-1.12,-0.16,-0.95,-0.35
2.279,-1.55,0.42,-0.38,12.16,0.34,-1.12,-0.06,2.06,-0.62
2.28,-1.55,0.42,-0.38,-12.62,-4.63,-0.09,-0.06,2.06,-0.62
2.304,-0.36,1.28,-0.63,-12.62,-4.63,-0.09,-0.06,2.06,-0.62
2.305,-0.36,1.28,-0.63,-12.62,-4.63,-0.09,-0.08,0,0.2
2.305,-0.36,1.28,-0.63,-1.06,3.73,-2.53,-0.08,0,0.2
2.316,-0.36,1.28,-0.63,-1.06,3.73,-2.53,-0.08,0,0.2
2.344,-0.11,0.97,-0.31,-1.06,3.73,-2.53,-0.08,0,0.2
2.345,-0.11,0.97,-0.31,-1.06,3.73,-2.53,-0.35,0.29,0.39
2.346,-0.11,0.97,-0.31,1.16,0.6,0.48,-0.35,0.29,0.39
2.386,-0.11,0.97,-0.31,1.16,0.6,0.48,-0.35,0.29,0.39
2.387,-0.6,0.94,-0.27,1.16,0.6,0.48,-0.35,0.29,0.39
2.387,-0.6,0.94,-0.27,1.16,0.6,0.48,-0.25,0.62,0.43
2.388,-0.6,0.94,-0.27,-3.81,0.18,0.9,-0.25,0.62,0.43
2.423,-0.24,0.98,-0.39,-3.81,0.18,0.9,-0.25,0.62,0.43
2.427,-0.24,0.98,-0.39,-3.81,0.18,0.9,-0.16,-0.46,0.73
2.429,-0.24,0.98,-0.39,-0.43,0.49,-0.43,-0.16,-0.46,0.73
2.436,-0.24,0.98,-0.39,-0.43,0.49,-0.43,-0.16,-0.46,0.73
2.462,-0.14,0.87,-0.42,-0.43,0.49,-0.43,-0.16,-0.46,0.73
2.464,-0.14,0.87,-0.42,-0.43,0.49,-0.43,-0.23,-0.64,0.78
2.466,-0.14,0.87,-0.42,0.31,-0.61,-0.77,-0.23,-0.64,0.78
2.496,-0.14,0.87,-0.42,0.31,-0.61,-0.77,-0.23,-0.64,0.78
2.502,-0.01,0.84,-0.38,0.31,-0.61,-0.77,-0.23,-0.64,0.78
2.503,-0.01,0.84,-0.38,0.31,-0.61,-0.77,-0.33,-0.51,0.71
2.504,-0.01,0.84,-0.38,1.37,-1.04,-0.56,-0.33,-0.51,0.71
2.541,0.09,0.88,-0.22,1.37,-1.04,-0.56,-0.33,-0.51,0.71
2.543,0.09,0.88,-0.22,1.37,-1.04,-0.56,-0.3,-0.43,0.59
2.544,0.09,0.88,-0.22,2.13,-0.63,0.83,-0.3,-0.43,0.59
2.57,0.09,0.88,-0.22,2.13,-0.63,0.83,-0.3,-0.43,0.59
2.584,0.17,0.94,-0.17,2.13,-0.63,0.83,-0.3,-0.43,0.59
2.586,0.17,0.94,-0.17,2.13,-0.63,0.83,-0.15,-0.23,0.3
2.587,0.17,0.94,-0.17,2.88,-0.14,1.29,-0.15,-0.23,0.3
2.615,0.17,0.94,-0.17,2.88,-0.14,1.29,-0.15,-0.23,0.3
2.622,0.07,1.05,-0.38,2.88,-0.14,1.29,-0.15,-0.23,0.3
2.624,0.07,1.05,-0.38,2.88,-0.14,1.29,-0.05,0.28,-0.07
2.626,0.07,1.05,-0.38,1.86,0.96,-0.74,-0.05,0.28,-0.07
2.671,-0.06,1.17,-0.4,1.86,0.96,-0.74,-0.05,0.28,-0.07
2.674,-0.06,1.17,-0.4,1.86,0.96,-0.74,-0.15,-0.23,-0.24
2.676,-0.06,1.17,-0.4,0.61,2.1,-0.99,-0.15,-0.23,-0.24
2.678,-0.06,1.17,-0.4,0.61,2.1,-0.99,-0.15,-0.23,-0.24
2.715,-0.19,1.37,-0.35,0.61,2.1,-0.99,-0.15,-0.23,-0.24
2.716,-0.19,1.37,-0.35,0.61,2.1,-0.99,-0.3,-0.66,-0.17
2.718,-0.19,1.37,-0.35,-0.49,3.91,-0.7,-0.3,-0.66,-0.17
2.733,-0.19,1.37,-0.35,-0.49,3.91,-0.7,-0.3,-0.66,-0.17
2.737,-0.38,1.71,-0.14,-0.49,3.91,-0.7,-0.3,-0.66,-0.17
2.738,-0.38,1.71,-0.14,-0.49,3.91,-0.7,-0.44,-0.85,0.04
2.739,-0.38,1.71,-0.14,-2.22,7.07,1.15,-0.44,-0.85,0.04
2.777,0.66,1.57,0.1,-2.22,7.07,1.15,-0.44,-0.85,0.04
2.779,0.66,1.57,0.1,-2.22,7.07,1.15,-0.71,-1.1,0.21
2.78,0.66,1.57,0.1,7.88,5.6,3.16,-0.71,-1.1,0.21
2.794,0.66,1.57,0.1,7.88,5.6,3.16,-0.71,-1.1,0.21
2.818,1.14,1.44,-0.02,7.88,5.6,3.16,-0.71,-1.1,0.21
2.82,1.14,1.44,-0.02,7.88,5.6,3.16,-0.32,0.69,-0.94
2.821,1.14,1.44,-0.02,12.64,4.25,1.87,-0.32,0.69,-0.94
2.87,1.14,1.44,-0.02,12.64,4.25,1.87,-0.32,0.69,-0.94
2.874,-0.99,1.87,-0.63,12.64,4.25,1.87,-0.32,0.69,-0.94
2.876,-0.99,1.87,-0.63,12.64,4.25,1.87,1.19,1.78,-3.65
2.878,-0.99,1.87,-0.63,-6.85,8.71,-3.45,1.19,1.78,-3.65
2.902,-0.85,1.54,-0.58,-6.85,8.71,-3.45,1.19,1.78,-3.65
2.903,-0.85,1.54,-0.58,-6.85,8.71,-3.45,1.43,-1.58,-3.39
2.904,-0.85,1.54,-0.58,-4.02,6.02,-2.7,1.43,-1.58,-3.39
2.915,-0.85,1.54,-0.58,-4.02,6.02,-2.7,1.43,-1.58,-3.39
2.948,0.02,1.16,-0.3,-4.02,6.02,-2.7,1.43,-1.58,-3.39
2.953,0.02,1.16,-0.3,-4.02,6.02,-2.7,1.03,-3.01,-2.67
2.954,0.02,1.16,-0.3,5.65,2.87,-0.15,1.03,-3.01,-2.67
2.987,0.02,1.16,-0.3,5.65,2.87,-0.15,1.03,-3.01,-2.67
2.991,-0.46,0.68,-0.2,5.65,2.87,-0.15,1.03,-3.01,-2.67
2.992,-0.46,0.68,-0.2,5.65,2.87,-0.15,0.79,-0.92,-2.49
2.994,-0.46,0.68,-0.2,1.84,-1.07,0.81,0.79,-0.92,-2.49
3.016,-0.32,0.47,-0.12,1.84,-1.07,0.81,0.79,-0.92,-2.49
3.018,-0.32,0.47,-0.12,1.84,-1.07,0.81,0.48,-0.23,-1.34
3.02,-0.32,0.47,-0.12,3.57,-2.7,1.64,0.48,-0.23,-1.34
3.035,-0.32,0.47,-0.12,3.57,-2.7,1.64,0.48,-0.23,-1.34
3.056,-0.01,0.28,-0.04,3.57,-2.7,1.64,0.48,-0.23,-1.34
3.061,-0.01,0.28,-0.04,3.57,-2.7,1.64,0.09,-0.09,-0.11
3.063,-0.01,0.28,-0.04,6.54,-4.45,2.42,0.09,-0.09,-0.11
3.094,-0.01,0.28,-0.04,5.1,-6.06,2.23,0.09,-0.09,-0.11
3.095,-0.11,0.13,-0.07,5.1,-6.06,2.23,0.09,-0.09,-0.11
3.096,-0.11,0.13,-0.07,5.1,-6.06,2.23,-0.17,0.81,0.93
3.097,-0.11,0.13,-0.07,5.1,-6.06,2.23,-0.17,0.81,0.93
3.135,-0.35,0.04,-0.13,5.1,-6.06,2.23,-0.17,0.81,0.93
3.139,-0.35,0.04,-0.13,5.1,-6.06,2.23,-0.34,1.08,1.97
3.14,-0.35,0.04,-0.13,2.05,-7.31,1.83,-0.34,1.08,1.97
3.163,-0.35,0.04,-0.13,2.05,-7.31,1.83,-0.34,1.08,1.97
3.198,-0.38,0.01,-0.07,2.05,-7.31,1.83,-0.34,1.08,1.97
3.2,-0.38,0.01,-0.07,2.05,-7.31,1.83,-0.31,0.37,2.82
3.201,-0.38,0.01,-0.07,0.8,-8.08,2.32,-0.31,0.37,2.82
3.213,-0.52,0.17,-0.32,0.8,-8.08,2.32,-0.31,0.37,2.82
3.213,-0.52,0.17,-0.32,0.8,-8.08,2.32,-0.09,0.12,3.05
3.214,-0.52,0.17,-0.32,-1.6,-6.91,-0.1,-0.09,0.12,3.05
3.215,-0.52,0.17,-0.32,-1.6,-6.91,-0.1,-0.09,0.12,3.05
3.272,-0.66,0.45,-0.36,-1.6,-6.91,-0.1,-0.09,0.12,3.05
3.276,-0.66,0.45,-0.36,-1.6,-6.91,-0.1,-0.09,-0.18,2.56
3.278,-0.66,0.45,-0.36,-3.81,-4.42,-0.53,-0.09,-0.18,2.56
3.279,-0.66,0.45,-0.36,-3.81,-4.42,-0.53,-0.09,-0.18,2.56
3.318,-0.65,0.58,-0.33,-3.81,-4.42,-0.53,-0.09,-0.18,2.56
3.32,-0.65,0.58,-0.33,-3.81,-4.42,-0.53,-0.24,0.27,1.15
3.321,-0.65,0.58,-0.33,-4.03,-3.18,-0.38,-0.24,0.27,1.15
3.332,-0.77,0.48,-0.35,-4.03,-3.18,-0.38,-0.24,0.27,1.15
3.333,-0.77,0.48,-0.35,-4.03,-3.18,-0.38,-0.22,1.25,-0.21
3.333,-0.77,0.48,-0.35,-5.22,-4.18,-0.49,-0.22,1.25,-0.21
3.334,-0.77,0.48,-0.35,-5.22,-4.18,-0.49,-0.22,1.25,-0.21
3.371,-0.62,1.46,-1,-5.22,-4.18,-0.49,-0.22,1.25,-0.21
3.372,-0.62,1.46,-1,-5.22,-4.18,-0.49,0.51,1.37,-0.73
3.374,-0.62,1.46,-1,-3.56,5.54,-6.41,0.51,1.37,-0.73
