time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.296,0.21,0.97,0.02,-0.06,0.02,0.09,0.03,-0.07,-0.05
0.321,0.22,0.97,0,-0.06,0.02,0.09,0.03,-0.07,-0.05
0.323,0.22,0.97,0,-0.06,0.02,0.09,0.06,-0.07,-0.06
0.325,0.22,0.97,0,0.07,0.02,-0.03,0.06,-0.07,-0.06
0.36,0.23,0.95,-0.01,0.07,0.02,-0.03,0.06,-0.07,-0.06
0.363,0.23,0.95,-0.01,0.07,0.02,-0.03,0.05,-0.14,-0.08
0.364,0.23,0.95,-0.01,0.19,-0.18,-0.08,0.05,-0.14,-0.08
0.365,0.23,0.95,-0.01,0.19,-0.18,-0.08,0.05,-0.14,-0.08
0.398,0.21,1,0,0.19,-0.18,-0.08,0.05,-0.14,-0.08
0.402,0.21,1,0,0.19,-0.18,-0.08,0.05,-0.22,-0.11
0.403,0.21,1,0,0.05,0.26,0.02,0.05,-0.22,-0.11
0.417,0.21,1,0,0.05,0.26,0.02,0.05,-0.22,-0.11
0.481,0.25,0.95,0.02,0.05,0.26,0.02,0.05,-0.22,-0.11
0.482,0.25,0.95,0.02,0.05,0.26,0.02,0.07,-0.34,-0.13
0.482,0.25,0.95,0.02,0.48,-0.16,0.26,0.07,-0.34,-0.13
0.483,0.28,0.96,0.02,0.48,-0.16,0.26,0.07,-0.34,-0.13
0.483,0.28,0.96,0.02,0.48,-0.16,0.26,0.11,-0.28,-0.18
0.484,0.28,0.96,0.02,0.48,-0.16,0.26,0.11,-0.28,-0.18
0.485,0.28,0.96,0.02,0.81,-0.09,0.35,0.11,-0.28,-0.18
0.515,0.12,0.98,0.02,0.81,-0.09,0.35,0.11,-0.28,-0.18
0.516,0.12,0.98,0.02,0.81,-0.09,0.35,0.17,-0.22,-0.25
0.516,0.12,0.98,0.02,-0.67,0.1,0.4,0.17,-0.22,-0.25
0.547,0.12,0.98,0.02,-0.67,0.1,0.4,0.17,-0.22,-0.25
0.556,0.09,0.97,0.02,-0.67,0.1,0.4,0.17,-0.22,-0.25
0.557,0.09,0.97,0.02,-0.67,0.1,0.4,0.26,-0.37,-0.18
0.558,0.09,0.97,0.02,-0.81,-0.04,0.54,0.26,-0.37,-0.18
0.599,0.12,0.97,0.03,-0.81,-0.04,0.54,0.26,-0.37,-0.18
0.601,0.12,0.97,0.03,-0.81,-0.04,0.54,0.38,-0.43,-0.11
0.601,0.12,0.97,0.03,-0.45,-0.05,0.77,0.38,-0.43,-0.11
0.602,0.12,0.97,0.03,-0.45,-0.05,0.77,0.38,-0.43,-0.11
0.634,0.12,0.94,-0.03,-0.45,-0.05,0.77,0.38,-0.43,-0.11
0.637,0.12,0.94,-0.03,-0.45,-0.05,0.77,0.47,-0.41,-0.06
0.639,0.12,0.94,-0.03,-0.48,-0.29,0.4,0.47,-0.41,-0.06
0.657,0.12,0.94,-0.03,-0.48,-0.29,0.4,0.47,-0.41,-0.06
0.672,0.12,0.95,-0.09,-0.48,-0.29,0.4,0.47,-0.41,-0.06
0.674,0.12,0.95,-0.09,-0.48,-0.29,0.4,0.51,-0.46,-0.02
0.675,0.12,0.95,-0.09,-0.43,-0.22,0.02,0.51,-0.46,-0.02
0.726,0.16,0.99,-0.18,-0.43,-0.22,0.02,0.51,-0.46,-0.02
0.727,0.16,0.99,-0.18,-0.43,-0.22,0.02,0.53,-0.55,0.02
0.728,0.16,0.99,-0.18,-0.06,0.24,-0.6,0.53,-0.55,0.02
0.728,0.16,0.99,-0.18,-0.06,0.24,-0.6,0.53,-0.55,0.02
0.752,0.15,0.99,-0.08,-0.06,0.24,-0.6,0.53,-0.55,0.02
0.754,0.15,0.99,-0.08,-0.06,0.24,-0.6,0.55,-0.44,0.02
0.755,0.15,0.99,-0.08,-0.06,0.26,0.59,0.55,-0.44,0.02
0.783,0.15,0.99,-0.08,-0.06,0.26,0.59,0.55,-0.44,0.02
0.792,0.22,1.08,-0.24,-0.06,0.26,0.59,0.55,-0.44,0.02
0.794,0.22,1.08,-0.24,-0.06,0.26,0.59,0.65,-0.12,0.03
0.795,0.22,1.08,-0.24,0.62,1.14,-0.7,0.65,-0.12,0.03
0.834,0.24,0.98,-0.35,0.62,1.14,-0.7,0.65,-0.12,0.03
0.84,0.24,0.98,-0.35,0.62,1.14,-0.7,0.53,0.31,-0.03
0.841,0.24,0.98,-0.35,0.77,0.18,-1.57,0.53,0.31,-0.03
0.842,0.24,0.98,-0.35,0.77,0.18,-1.57,0.53,0.31,-0.03
0.87,0.15,0.96,-0.32,0.77,0.18,-1.57,0.53,0.31,-0.03
0.872,0.15,0.96,-0.32,0.77,0.18,-1.57,0.32,0.24,-0.14
0.873,0.15,0.96,-0.32,-0.14,-0.03,-1.17,0.32,0.24,-0.14
0.895,0.15,0.96,-0.32,-0.14,-0.03,-1.17,0.32,0.24,-0.14
0.912,0.17,0.95,-0.21,-0.14,-0.03,-1.17,0.32,0.24,-0.14
0.914,0.17,0.95,-0.21,-0.14,-0.03,-1.17,0.2,0.16,-0.14
0.915,0.17,0.95,-0.21,0.12,-0.06,-0.03,0.2,0.16,-0.14
0.949,-0.03,0.92,-0.22,0.12,-0.06,-0.03,0.2,0.16,-0.14
0.951,-0.03,0.92,-0.22,0.12,-0.06,-0.03,0.22,0.31,-0.1
0.952,-0.03,0.92,-0.22,-1.79,-0.39,-0.03,0.22,0.31,-0.1
0.955,-0.03,0.92,-0.22,-1.79,-0.39,-0.03,0.22,0.31,-0.1
0.991,0.02,0.9,-0.22,-1.79,-0.39,-0.03,0.22,0.31,-0.1
0.994,0.02,0.9,-0.22,-1.79,-0.39,-0.03,0.23,0.01,0.17
0.995,0.02,0.9,-0.22,-1.29,-0.56,0,0.23,0.01,0.17
1.023,0.02,0.9,-0.22,-1.29,-0.56,0,0.23,0.01,0.17
1.03,-0.01,0.95,-0.19,-1.29,-0.56,0,0.23,0.01,0.17
1.03,-0.01,0.95,-0.19,-1.29,-0.56,0,0.29,-0.05,0.41
1.033,-0.01,0.95,-0.19,-1.72,-0.03,0.44,0.29,-0.05,0.41
1.068,-0.01,0.99,-0.25,-1.72,-0.03,0.44,0.29,-0.05,0.41
1.069,-0.01,0.99,-0.25,-1.72,-0.03,0.44,0.39,-0.14,0.66
1.07,-0.01,0.99,-0.25,-1.93,0.47,0,0.39,-0.14,0.66
1.076,-0.01,0.99,-0.25,-1.93,0.47,0,0.39,-0.14,0.66
1.122,0.33,0.94,-0.36,-1.93,0.47,0,0.39,-0.14,0.66
1.124,0.33,0.94,-0.36,-1.93,0.47,0,0.36,-0.39,0.84
1.124,0.33,0.94,-0.36,1.09,0.05,-0.89,0.36,-0.39,0.84
1.149,0.33,0.94,-0.36,1.09,0.05,-0.89,0.36,-0.39,0.84
1.151,0.47,1.06,-0.49,1.09,0.05,-0.89,0.36,-0.39,0.84
1.151,0.47,1.06,-0.49,1.09,0.05,-0.89,0.19,-0.35,0.61
1.152,0.47,1.06,-0.49,2.3,1.37,-2.11,0.19,-0.35,0.61
1.188,0.49,1.32,-0.59,2.3,1.37,-2.11,0.19,-0.35,0.61
1.192,0.49,1.32,-0.59,2.3,1.37,-2.11,-0.2,-0.38,0.1
1.194,0.49,1.32,-0.59,2.4,3.77,-3.06,-0.2,-0.38,0.1
1.196,0.49,1.32,-0.59,2.4,3.77,-3.06,-0.2,-0.38,0.1
1.239,0.44,1.78,-0.27,2.4,3.77,-3.06,-0.2,-0.38,0.1
1.241,0.44,1.78,-0.27,2.4,3.77,-3.06,-0.56,-0.22,-0.4
1.242,0.44,1.78,-0.27,2.02,8.07,-0.11,-0.56,-0.22,-0.4
1.277,0.44,1.78,-0.27,2.02,8.07,-0.11,-0.56,-0.22,-0.4
1.28,-0.21,1.47,0.1,2.02,8.07,-0.11,-0.56,-0.22,-0.4
1.282,-0.21,1.47,0.1,2.02,8.07,-0.11,-0.39,0.78,-0.74
1.285,-0.21,1.47,0.1,-4.01,4.88,3.31,-0.39,0.78,-0.74
1.321,-0.9,1.26,-0.18,-4.01,4.88,3.31,-0.39,0.78,-0.74
1.323,-0.9,1.26,-0.18,-4.01,4.88,3.31,-0.15,0.64,-0.04
1.323,-0.9,1.26,-0.18,-10.69,2.74,0.41,-0.15,0.64,-0.04
1.324,-0.9,1.26,-0.18,-10.69,2.74,0.41,-0.15,0.64,-0.04
1.358,0.72,1.46,-0.45,-10.69,2.74,0.41,-0.15,0.64,-0.04
1.36,0.72,1.46,-0.45,4.19,4.95,-1.9,-0.15,0.64,-0.04
1.361,0.72,1.46,-0.45,4.19,4.95,-1.9,0.58,-0.63,2.81
1.375,0.72,1.46,-0.45,4.19,4.95,-1.9,0.58,-0.63,2.81
1.387,0.87,1.77,-0.48,4.19,4.95,-1.9,0.58,-0.63,2.81
1.389,0.87,1.77,-0.48,4.19,4.95,-1.9,1.52,1.35,3.24
1.39,0.87,1.77,-0.48,4.21,8.45,-1.87,1.52,1.35,3.24
1.439,0.12,1.63,-0.49,4.21,8.45,-1.87,1.52,1.35,3.24
1.441,0.12,1.63,-0.49,4.21,8.45,-1.87,1.57,3.44,2.79
1.442,0.12,1.63,-0.49,-4.36,7.63,-2,1.57,3.44,2.79
1.442,0.12,1.63,-0.49,-4.36,7.63,-2,1.57,3.44,2.79
1.465,0.23,1.21,-0.33,-4.36,7.63,-2,1.57,3.44,2.79
1.467,0.23,1.21,-0.33,-4.36,7.63,-2,0.96,2.24,3.06
1.467,0.23,1.21,-0.33,-4.38,4.26,-0.7,0.96,2.24,3.06
1.495,0.23,1.21,-0.33,-4.38,4.26,-0.7,0.96,2.24,3.06
1.511,0.24,0.62,-0.15,-4.38,4.26,-0.7,0.96,2.24,3.06
1.512,0.24,0.62,-0.15,-4.38,4.26,-0.7,0.53,0.46,2.48
1.513,0.24,0.62,-0.15,-4.96,-0.72,1.09,0.53,0.46,2.48
1.56,-0.02,0.33,-0.06,-4.96,-0.72,1.09,0.53,0.46,2.48
1.561,-0.02,0.33,-0.06,-4.96,-0.72,1.09,0.33,-0.1,1.26
1.562,-0.02,0.33,-0.06,-7.68,-3.12,2.03,0.33,-0.1,1.26
1.563,-0.02,0.33,-0.06,-7.68,-3.12,2.03,0.33,-0.1,1.26
1.582,-0.12,-0.04,0,-7.68,-3.12,2.03,0.33,-0.1,1.26
1.584,-0.12,-0.04,0,-7.68,-3.12,2.03,0.06,-0.41,-0.11
1.585,-0.12,-0.04,0,-8.47,-6.63,2.76,0.06,-0.41,-0.11
1.617,-0.12,-0.04,0,-8.47,-6.63,2.76,0.06,-0.41,-0.11
1.629,-0.12,-0.04,0,-7.81,-7.79,2.51,0.06,-0.41,-0.11
1.63,-0.12,-0.13,-0.04,-7.81,-7.79,2.51,0.06,-0.41,-0.11
1.631,-0.12,-0.13,-0.04,-7.81,-7.79,2.51,-0.03,-0.97,-1.59
1.66,0.06,-0.08,-0.12,-7.81,-7.79,2.51,-0.03,-0.97,-1.59
1.662,0.06,-0.08,-0.12,-7.81,-7.79,2.51,-0.14,-1.71,-2.83
1.663,0.06,-0.08,-0.12,-4.96,-7.87,2.08,-0.14,-1.71,-2.83
1.674,0.06,-0.08,-0.12,-4.96,-7.87,2.08,-0.14,-1.71,-2.83
1.707,0.53,-0.1,-0.45,-4.96,-7.87,2.08,-0.14,-1.71,-2.83
1.722,0.53,-0.1,-0.45,-4.96,-7.87,2.08,-0.43,-2.84,-3.24
1.724,0.53,-0.1,-0.45,0.93,-8.7,-0.71,-0.43,-2.84,-3.24
1.742,0.53,-0.1,-0.45,0.93,-8.7,-0.71,-0.43,-2.84,-3.24
1.743,1.68,-0.01,-0.6,0.93,-8.7,-0.71,-0.43,-2.84,-3.24
1.744,1.68,-0.01,-0.6,0.93,-8.7,-0.71,-0.55,-2.28,-2.54
1.744,1.68,-0.01,-0.6,13.13,-8.11,-1.95,-0.55,-2.28,-2.54
1.778,1.68,-0.22,-0.5,13.13,-8.11,-1.95,-0.55,-2.28,-2.54
1.779,1.68,-0.22,-0.5,13.13,-8.11,-1.95,-0.16,0.79,-1.82
1.78,1.68,-0.22,-0.5,13.32,-10.22,-1.08,-0.16,0.79,-1.82
1.793,1.68,-0.22,-0.5,13.32,-10.22,-1.08,-0.16,0.79,-1.82
1.825,1.43,1.43,-0.51,13.32,-10.22,-1.08,-0.16,0.79,-1.82
1.826,1.43,1.43,-0.51,10.69,5.92,-1.14,-0.16,0.79,-1.82
1.827,1.43,1.43,-0.51,10.69,5.92,-1.14,0.75,1.74,-0.53
1.855,1.43,1.43,-0.51,10.69,5.92,-1.14,0.75,1.74,-0.53
1.857,-0.98,2.14,-0.82,10.69,5.92,-1.14,0.75,1.74,-0.53
1.858,-0.98,2.14,-0.82,10.69,5.92,-1.14,-0.07,1.16,-0.74
1.858,-0.98,2.14,-0.82,-12.69,12.58,-4.28,-0.07,1.16,-0.74
1.897,0.92,-0.35,-0.12,-12.69,12.58,-4.28,-0.07,1.16,-0.74
1.898,0.92,-0.35,-0.12,-12.69,12.58,-4.28,-0.58,-2.21,1.11
1.899,0.92,-0.35,-0.12,5.8,-11.61,2.59,-0.58,-2.21,1.11
1.913,0.92,-0.35,-0.12,5.8,-11.61,2.59,-0.58,-2.21,1.11
1.936,1.24,1.54,-0.58,5.8,-11.61,2.59,-0.58,-2.21,1.11
1.937,1.24,1.54,-0.58,5.8,-11.61,2.59,0.07,0.04,0.06
1.938,1.24,1.54,-0.58,8.78,6.81,-1.88,0.07,0.04,0.06
1.974,1.24,1.54,-0.58,8.78,6.81,-1.88,0.07,0.04,0.06
1.975,-0.14,0.8,-0.49,8.78,6.81,-1.88,0.07,0.04,0.06
1.977,-0.14,0.8,-0.49,8.78,6.81,-1.88,-0.27,0.76,-1.14
1.977,-0.14,0.8,-0.49,-4.46,-0.66,-1.12,-0.27,0.76,-1.14
2.021,0.62,1.01,-0.47,-4.46,-0.66,-1.12,-0.27,0.76,-1.14
2.023,0.62,1.01,-0.47,-4.46,-0.66,-1.12,-0.36,-0.18,-0.5
2.023,0.62,1.01,-0.47,3.15,1.35,-1.1,-0.36,-0.18,-0.5
2.077,0.62,1.01,-0.47,3.15,1.35,-1.1,-0.36,-0.18,-0.5
2.08,0.2,0.8,-0.39,3.15,1.35,-1.1,-0.36,-0.18,-0.5
2.081,0.2,0.8,-0.39,3.15,1.35,-1.1,-0.55,0.49,-0.97
2.081,0.2,0.8,-0.39,-0.7,-0.89,-0.54,-0.55,0.49,-0.97
2.094,0.11,0.92,-0.27,-0.7,-0.89,-0.54,-0.55,0.49,-0.97
2.096,0.11,0.92,-0.27,-0.7,-0.89,-0.54,-0.56,0.22,-0.9
2.096,0.11,0.92,-0.27,-0.7,-0.89,-0.54,-0.56,0.22,-0.9
2.097,0.11,0.92,-0.27,-1.27,0.05,0.49,-0.56,0.22,-0.9
2.138,0.03,0.84,-0.16,-1.27,0.05,0.49,-0.56,0.22,-0.9
2.14,0.03,0.84,-0.16,-1.27,0.05,0.49,-0.47,0.19,-0.69
2.141,0.03,0.84,-0.16,-1.81,-0.75,1.33,-0.47,0.19,-0.69
2.17,0.03,0.84,-0.16,-1.81,-0.75,1.33,-0.47,0.19,-0.69
2.175,-0.21,0.87,-0.21,-1.81,-0.75,1.33,-0.47,0.19,-0.69
2.176,-0.21,0.87,-0.21,-1.81,-0.75,1.33,-0.23,0.26,-0.39
2.178,-0.21,0.87,-0.21,-4.01,-0.59,0.67,-0.23,0.26,-0.39
2.221,-0.04,0.9,-0.25,-4.01,-0.59,0.67,-0.23,0.26,-0.39
2.222,-0.04,0.9,-0.25,-4.01,-0.59,0.67,-0.12,-0.34,0.2
2.223,-0.04,0.9,-0.25,-2.32,-0.21,0.28,-0.12,-0.34,0.2
2.224,-0.04,0.9,-0.25,-2.32,-0.21,0.28,-0.12,-0.34,0.2
2.254,0.22,1.05,-0.34,-2.32,-0.21,0.28,-0.12,-0.34,0.2
2.256,0.22,1.05,-0.34,-2.32,-0.21,0.28,-0.07,-0.56,0.51
2.257,0.22,1.05,-0.34,0.09,1.26,-0.53,-0.07,-0.56,0.51
2.273,0.22,1.05,-0.34,0.09,1.26,-0.53,-0.07,-0.56,0.51
2.293,0.22,1.05,-0.34,2.05,2.58,-1.16,-0.07,-0.56,0.51
2.295,0.43,1.19,-0.4,2.05,2.58,-1.16,-0.07,-0.56,0.51
2.295,0.43,1.19,-0.4,2.05,2.58,-1.16,-0.16,-0.25,0.47
2.336,0.3,1.4,-0.36,2.05,2.58,-1.16,-0.16,-0.25,0.47
2.339,0.3,1.4,-0.36,2.05,2.58,-1.16,-0.34,0.45,0.12
2.34,0.3,1.4,-0.36,0.68,4.52,-0.9,-0.34,0.45,0.12
2.341,0.3,1.4,-0.36,0.68,4.52,-0.9,-0.34,0.45,0.12
2.372,-0.04,1.73,-0.22,0.68,4.52,-0.9,-0.34,0.45,0.12
2.373,-0.04,1.73,-0.22,0.68,4.52,-0.9,-0.54,0.7,0
2.373,-0.04,1.73,-0.22,-2.72,7.56,0.24,-0.54,0.7,0
2.393,-0.04,1.73,-0.22,-2.72,7.56,0.24,-0.54,0.7,0
2.413,-0.36,1.43,-0.12,-2.72,7.56,0.24,-0.54,0.7,0
2.415,-0.36,1.43,-0.12,-2.72,7.56,0.24,-0.59,0.67,0.28
2.416,-0.36,1.43,-0.12,-5.91,4.51,0.85,-0.59,0.67,0.28
2.45,-0.12,1.23,-0.36,-5.91,4.51,0.85,-0.59,0.67,0.28
2.459,-0.12,1.23,-0.36,-5.91,4.51,0.85,-0.26,0.41,0.69
2.46,-0.12,1.23,-0.36,-3.8,2.55,-1.58,-0.26,0.41,0.69
2.461,-0.12,1.23,-0.36,-3.8,2.55,-1.58,-0.26,0.41,0.69
2.49,0.42,1.37,-0.43,-3.8,2.55,-1.58,-0.26,0.41,0.69
2.493,0.42,1.37,-0.43,-3.8,2.55,-1.58,0.08,-0.84,1.98
2.494,0.42,1.37,-0.43,0.8,4.1,-2.08,0.08,-0.84,1.98
2.514,0.42,1.37,-0.43,0.8,4.1,-2.08,0.08,-0.84,1.98
2.539,0.42,1.37,-0.43,1.61,3.08,-1.38,0.08,-0.84,1.98
2.54,0.59,1.22,-0.39,1.61,3.08,-1.38,0.08,-0.84,1.98
2.541,0.59,1.22,-0.39,1.61,3.08,-1.38,0.42,-0.97,2.75
2.57,0.66,1.08,-0.37,1.61,3.08,-1.38,0.42,-0.97,2.75
2.571,0.66,1.08,-0.37,1.61,3.08,-1.38,0.58,0.29,2.63
2.572,0.66,1.08,-0.37,1.61,3.08,-1.38,0.58,0.29,2.63
2.572,0.66,1.08,-0.37,1.29,2.2,-1.07,0.58,0.29,2.63
2.612,0.61,0.98,-0.36,1.29,2.2,-1.07,0.58,0.29,2.63
2.614,0.61,0.98,-0.36,1.29,2.2,-1.07,0.54,1.23,2.5
2.615,0.61,0.98,-0.36,-0.08,1.8,-1,0.54,1.23,2.5
2.647,0.61,0.98,-0.36,-0.08,1.8,-1,0.54,1.23,2.5
2.649,0.33,0.81,-0.23,-0.08,1.8,-1,0.54,1.23,2.5
2.65,0.33,0.81,-0.23,-0.08,1.8,-1,0.32,0.87,2.27
2.65,0.33,0.81,-0.23,-3.51,0.71,0.12,0.32,0.87,2.27
2.691,0.13,0.54,-0.1,-3.51,0.71,0.12,0.32,0.87,2.27
2.695,0.13,0.54,-0.1,-3.51,0.71,0.12,0.26,-0.32,1.73
2.697,0.13,0.54,-0.1,-5.86,-1.37,1.56,0.26,-0.32,1.73
2.699,0.13,0.54,-0.1,-5.86,-1.37,1.56,0.26,-0.32,1.73
2.742,0.19,0.43,-0.03,-5.86,-1.37,1.56,0.26,-0.32,1.73
2.744,0.19,0.43,-0.03,-5.86,-1.37,1.56,0.25,-1.23,1.05
2.745,0.19,0.43,-0.03,-5.34,-2.1,2.61,0.25,-1.23,1.05
2.778,0.19,0.43,-0.03,-5.34,-2.1,2.61,0.25,-1.23,1.05
2.78,0.2,0.08,0.02,-5.34,-2.1,2.61,0.25,-1.23,1.05
2.781,0.2,0.08,0.02,-5.34,-2.1,2.61,0.08,-1.14,-0.12
2.782,0.2,0.08,0.02,-5,-5.45,3.38,0.08,-1.14,-0.12
2.817,0.1,-0.11,-0.01,-5,-5.45,3.38,0.08,-1.14,-0.12
2.819,0.1,-0.11,-0.01,-5,-5.45,3.38,-0.05,-0.58,-1.52
2.823,0.1,-0.11,-0.01,-5.36,-7.61,3.16,-0.05,-0.58,-1.52
2.823,0.1,-0.11,-0.01,-5.36,-7.61,3.16,-0.05,-0.58,-1.52
2.853,0.21,0.02,-0.08,-5.36,-7.61,3.16,-0.05,-0.58,-1.52
2.855,0.21,0.02,-0.08,-5.36,-7.61,3.16,-0.18,-0.88,-2.59
2.856,0.21,0.02,-0.08,-3.44,-6.84,2.57,-0.18,-0.88,-2.59
2.873,0.21,0.02,-0.08,-3.44,-6.84,2.57,-0.18,-0.88,-2.59
2.885,0.63,0.02,-0.29,-3.44,-6.84,2.57,-0.18,-0.88,-2.59
2.887,0.63,0.02,-0.29,-3.44,-6.84,2.57,-0.35,-1.79,-2.79
2.888,0.63,0.02,-0.29,1.72,-7.36,0.75,-0.35,-1.79,-2.79
2.931,0.63,0.02,-0.29,10.23,-6.48,-1.09,-0.35,-1.79,-2.79
2.933,1.43,0.13,-0.49,10.23,-6.48,-1.09,-0.35,-1.79,-2.79
2.934,1.43,0.13,-0.49,10.23,-6.48,-1.09,-0.39,-1.51,-2.03
2.944,1.43,0.13,-0.49,10.23,-6.48,-1.09,-0.39,-1.51,-2.03
2.965,1.36,-0.1,-0.69,10.23,-6.48,-1.09,-0.39,-1.51,-2.03
2.966,1.36,-0.1,-0.69,9.66,-8.86,-3.09,-0.39,-1.51,-2.03
2.966,1.36,-0.1,-0.69,9.66,-8.86,-3.09,-0.04,0.68,-1.43
2.993,1.36,-0.1,-0.69,9.66,-8.86,-3.09,-0.04,0.68,-1.43
3.007,1.4,2.14,-0.35,9.66,-8.86,-3.09,-0.04,0.68,-1.43
3.011,1.4,2.14,-0.35,9.66,-8.86,-3.09,0.59,1.04,0.13
3.013,1.4,2.14,-0.35,9.75,12.97,0.23,0.59,1.04,0.13
3.059,-1.08,0.83,-0.79,9.75,12.97,0.23,0.59,1.04,0.13
3.061,-1.08,0.83,-0.79,9.75,12.97,0.23,0.1,0.57,-0.94
3.062,-1.08,0.83,-0.79,-14.15,0.05,-4.02,0.1,0.57,-0.94
3.063,-1.08,0.83,-0.79,-14.15,0.05,-4.02,0.1,0.57,-0.94
3.1,1.53,0.54,-0.23,-14.15,0.05,-4.02,0.1,0.57,-0.94
3.103,1.53,0.54,-0.23,-14.15,0.05,-4.02,-0.02,-1.69,0.82
3.106,1.53,0.54,-0.23,11.32,-2.64,1.65,-0.02,-1.69,0.82
3.113,1.53,0.54,-0.23,11.32,-2.64,1.65,-0.02,-1.69,0.82
3.129,0.26,1.13,-0.65,11.32,-2.64,1.65,-0.02,-1.69,0.82
3.13,0.26,1.13,-0.65,11.32,-2.64,1.65,0.12,0.62,-0.76
3.13,0.26,1.13,-0.65,-1.02,2.96,-2.43,0.12,0.62,-0.76
3.163,0.26,1.13,-0.65,-0.3,0.57,-1.36,0.12,0.62,-0.76
3.165,0.31,0.9,-0.54,-0.3,0.57,-1.36,0.12,0.62,-0.76
3.166,0.31,0.9,-0.54,-0.3,0.57,-1.36,-0.16,-0.12,-0.59
3.173,0.31,0.9,-0.54,-0.3,0.57,-1.36,-0.16,-0.12,-0.59
3.202,0.56,0.88,-0.37,-0.3,0.57,-1.36,-0.16,-0.12,-0.59
3.205,0.56,0.88,-0.37,-0.3,0.57,-1.36,-0.34,-0.39,-0.63
3.207,0.56,0.88,-0.37,2.32,0.26,0.2,-0.34,-0.39,-0.63
3.235,0.56,0.88,-0.37,2.32,0.26,0.2,-0.34,-0.39,-0.63
3.244,0.28,0.85,-0.37,2.32,0.26,0.2,-0.34,-0.39,-0.63
3.246,0.28,0.85,-0.37,2.32,0.26,0.2,-0.33,0.11,-0.91
3.249,0.28,0.85,-0.37,-0.05,-0.13,0.03,-0.33,0.11,-0.91
3.281,0.27,0.9,-0.35,-0.05,-0.13,0.03,-0.33,0.11,-0.91
3.284,0.27,0.9,-0.35,-0.05,-0.13,0.03,-0.32,-0.02,-0.91
3.286,0.27,0.9,-0.35,0.13,0.15,0.13,-0.32,-0.02,-0.91
3.328,0.27,0.9,-0.35,0.13,0.15,0.13,-0.32,-0.02,-0.91
3.33,0.1,0.89,-0.36,0.13,0.15,0.13,-0.32,-0.02,-0.91
3.33,0.1,0.89,-0.36,0.13,0.15,0.13,-0.3,0.25,-0.9
3.331,0.1,0.89,-0.36,-1.27,-0.07,-0.05,-0.3,0.25,-0.9
3.352,0.1,0.89,-0.36,-1.27,-0.07,-0.05,-0.3,0.25,-0.9
3.37,-0.08,0.85,-0.31,-1.27,-0.07,-0.05,-0.3,0.25,-0.9
3.373,-0.08,0.85,-0.31,-1.27,-0.07,-0.05,-0.24,0.41,-0.71
3.374,-0.08,0.85,-0.31,-2.74,-0.51,0.35,-0.24,0.41,-0.71
3.41,-0.01,0.88,-0.24,-2.74,-0.51,0.35,-0.24,0.41,-0.71
3.413,-0.01,0.88,-0.24,-2.74,-0.51,0.35,-0.12,0.19,-0.31
