time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.6,-0.2,0.98,0.01,-0.31,-0.21,0.59,0.03,0.13,0.06
0.602,-0.2,0.98,0.01,-0.31,-0.21,0.59,0.11,0.34,0.11
0.603,-0.2,0.98,0.01,-0.34,-0.21,0.65,0.11,0.34,0.11
0.623,-0.24,0.86,-0.02,-0.34,-0.21,0.65,0.11,0.34,0.11
0.644,-0.24,0.86,-0.02,-0.34,-0.21,0.65,0.11,0.34,0.11
0.645,-0.15,1.04,-0.1,-0.34,-0.21,0.65,0.11,0.34,0.11
0.646,-0.15,1.04,-0.1,-0.34,-0.21,0.65,0.12,0.63,0.13
0.647,-0.15,1.04,-0.1,-0.15,-0.42,0.19,0.12,0.63,0.13
0.658,-0.18,1.12,-0.07,-0.15,-0.42,0.19,0.12,0.63,0.13
0.68,-0.22,1,-0.07,-0.15,-0.42,0.19,0.12,0.63,0.13
0.681,-0.22,1,-0.07,-0.15,-0.42,0.19,0.02,0.81,0.1
0.682,-0.22,1,-0.07,0.02,0.61,-0.49,0.02,0.81,0.1
0.699,-0.22,1,-0.07,0.02,0.61,-0.49,0.02,0.81,0.1
0.7,-0.27,0.98,-0.01,0.02,0.61,-0.49,0.02,0.81,0.1
0.718,-0.25,0.98,0.03,0.02,0.61,-0.49,0.02,0.81,0.1
0.72,-0.25,0.98,0.03,0.02,0.61,-0.49,-0.03,1.01,0.17
0.721,-0.25,0.98,0.03,-0.06,0.59,-0.42,-0.03,1.01,0.17
0.737,-0.14,0.99,0.07,-0.06,0.59,-0.42,-0.03,1.01,0.17
0.76,-0.14,0.99,0.07,-0.53,-0.13,0.72,-0.03,1.01,0.17
0.762,-0.15,0.98,0.05,-0.53,-0.13,0.72,-0.03,1.01,0.17
0.764,-0.15,0.98,0.05,-0.53,-0.13,0.72,0.12,0.7,0.28
0.765,-0.15,0.98,0.05,-0.53,-0.13,0.72,0.12,0.7,0.28
0.778,-0.19,0.97,0.07,-0.53,-0.13,0.72,0.12,0.7,0.28
0.798,-0.15,0.98,0.05,-0.53,-0.13,0.72,0.12,0.7,0.28
0.801,-0.15,0.98,0.05,-0.53,-0.13,0.72,0.36,0.45,0.26
0.803,-0.15,0.98,0.05,-0.07,-0.17,1.16,0.36,0.45,0.26
0.818,-0.11,0.98,-0.05,-0.07,-0.17,1.16,0.36,0.45,0.26
0.822,-0.11,0.98,-0.05,-0.07,-0.17,1.16,0.36,0.45,0.26
0.86,-0.1,0.98,-0.11,-0.07,-0.17,1.16,0.36,0.45,0.26
0.863,-0.1,0.98,-0.11,-0.07,-0.17,1.16,0.53,0.29,0.21
0.864,-0.1,0.98,-0.11,-0.15,-0.17,1.36,0.53,0.29,0.21
0.865,-0.16,0.99,-0.14,-0.15,-0.17,1.36,0.53,0.29,0.21
0.878,-0.16,0.96,-0.15,-0.15,-0.17,1.36,0.53,0.29,0.21
0.879,-0.16,0.96,-0.15,-0.15,-0.17,1.36,0.51,0.32,0.16
0.88,-0.16,0.96,-0.15,0.17,-0.09,0.01,0.51,0.32,0.16
0.88,-0.16,0.96,-0.15,0.17,-0.09,0.01,0.51,0.32,0.16
0.895,-0.1,0.99,-0.14,0.17,-0.09,0.01,0.51,0.32,0.16
0.915,-0.18,1,-0.06,0.17,-0.09,0.01,0.51,0.32,0.16
0.916,-0.18,1,-0.06,0.17,-0.09,0.01,0.45,0.24,0.15
0.917,-0.18,1,-0.06,-0.15,-0.1,0.02,0.45,0.24,0.15
0.938,-0.27,0.97,-0.1,-0.15,-0.1,0.02,0.45,0.24,0.15
0.941,-0.27,0.97,-0.1,-0.15,-0.1,0.02,0.45,0.24,0.15
0.955,-0.26,1,-0.02,-0.15,-0.1,0.02,0.45,0.24,0.15
0.958,-0.26,1,-0.02,-0.15,-0.1,0.02,0.51,-0.03,0.18
0.96,-0.26,1,-0.02,-0.21,-0.08,0.21,0.51,-0.03,0.18
0.976,-0.21,1.01,-0.02,-0.21,-0.08,0.21,0.51,-0.03,0.18
0.996,-0.06,0.97,-0.12,-0.21,-0.08,0.21,0.51,-0.03,0.18
1,-0.06,0.97,-0.12,-0.21,-0.08,0.21,0.62,-0.44,0.31
1.002,-0.06,0.97,-0.12,-1.27,0.06,1.13,0.62,-0.44,0.31
1.004,-0.06,0.97,-0.12,-1.27,0.06,1.13,0.62,-0.44,0.31
1.015,0.1,1,-0.35,-1.27,0.06,1.13,0.62,-0.44,0.31
1.037,0.07,1.01,-0.46,-1.27,0.06,1.13,0.62,-0.44,0.31
1.042,0.07,1.01,-0.46,-1.27,0.06,1.13,0.69,-0.48,0.22
1.043,0.07,1.01,-0.46,1.45,0.1,-1.2,0.69,-0.48,0.22
1.054,-0.04,0.97,-0.35,1.45,0.1,-1.2,0.69,-0.48,0.22
1.058,-0.04,0.97,-0.35,1.45,0.1,-1.2,0.69,-0.48,0.22
1.075,-0.07,0.97,-0.24,1.45,0.1,-1.2,0.69,-0.48,0.22
1.078,-0.07,0.97,-0.24,1.45,0.1,-1.2,0.43,-0.1,0.01
1.08,-0.07,0.97,-0.24,1.43,0.13,-1.02,0.43,-0.1,0.01
1.093,-0.04,1,-0.15,1.43,0.13,-1.02,0.43,-0.1,0.01
1.113,-0.06,0.99,-0.18,1.43,0.13,-1.02,0.43,-0.1,0.01
1.115,-0.06,0.99,-0.18,1.43,0.13,-1.02,0.26,0.28,-0.06
1.115,-0.06,0.99,-0.18,0.57,-0.01,-0.3,0.26,0.28,-0.06
1.117,-0.06,0.99,-0.18,0.57,-0.01,-0.3,0.26,0.28,-0.06
1.137,-0.24,0.97,-0.23,0.57,-0.01,-0.3,0.26,0.28,-0.06
1.153,-0.28,0.96,-0.28,0.57,-0.01,-0.3,0.26,0.28,-0.06
1.154,-0.28,0.96,-0.28,0.57,-0.01,-0.3,0.32,0.45,-0.12
1.155,-0.28,0.96,-0.28,-0.84,-0.01,-0.01,0.32,0.45,-0.12
1.173,-0.2,0.96,-0.17,-0.84,-0.01,-0.01,0.32,0.45,-0.12
1.178,-0.2,0.96,-0.17,-0.84,-0.01,-0.01,0.32,0.45,-0.12
1.194,-0.2,0.96,-0.17,-0.84,0.02,0.11,0.32,0.45,-0.12
1.197,-0.08,0.98,-0.18,-0.84,0.02,0.11,0.32,0.45,-0.12
1.198,-0.08,0.98,-0.18,-0.84,0.02,0.11,0.33,-0.01,0.03
1.213,-0.07,1.03,-0.29,-0.84,0.02,0.11,0.33,-0.01,0.03
1.244,-0.07,1.03,-0.29,-0.09,0.19,0.46,0.33,-0.01,0.03
1.247,-0.13,0.98,-0.33,-0.09,0.19,0.46,0.33,-0.01,0.03
1.249,-0.13,0.98,-0.33,-0.09,0.19,0.46,0.35,0.03,0.1
1.25,-0.13,0.98,-0.33,-0.09,0.19,0.46,0.35,0.03,0.1
1.252,-0.03,0.93,-0.27,-0.09,0.19,0.46,0.35,0.03,0.1
1.278,0.37,0.95,-0.24,-0.09,0.19,0.46,0.35,0.03,0.1
1.283,0.37,0.95,-0.24,-0.09,0.19,0.46,0.32,-0.07,-0.04
1.286,0.37,0.95,-0.24,1.74,-0.12,-0.09,0.32,-0.07,-0.04
1.293,0.63,1.02,-0.37,1.74,-0.12,-0.09,0.32,-0.07,-0.04
1.297,0.63,1.02,-0.37,1.74,-0.12,-0.09,0.32,-0.07,-0.04
1.311,0.28,1.05,-0.39,1.74,-0.12,-0.09,0.32,-0.07,-0.04
1.313,0.28,1.05,-0.39,1.74,-0.12,-0.09,0.42,-0.48,-0.59
1.313,0.28,1.05,-0.39,1.98,-0.04,0.05,0.42,-0.48,-0.59
1.335,-0.2,0.98,-0.36,1.98,-0.04,0.05,0.42,-0.48,-0.59
1.354,-0.21,1.05,-0.38,1.98,-0.04,0.05,0.42,-0.48,-0.59
1.357,-0.21,1.05,-0.38,1.98,-0.04,0.05,0.36,-0.32,-1.47
1.358,-0.21,1.05,-0.38,4.14,0.69,-0.76,0.36,-0.32,-1.47
1.359,-0.21,1.05,-0.38,4.14,0.69,-0.76,0.36,-0.32,-1.47
1.369,-0.05,1.14,-0.45,4.14,0.69,-0.76,0.36,-0.32,-1.47
1.39,-0.16,1.31,-0.34,4.14,0.69,-0.76,0.36,-0.32,-1.47
1.392,-0.16,1.31,-0.34,4.14,0.69,-0.76,0.28,-0.8,-1.67
1.394,-0.16,1.31,-0.34,1.07,2.27,-0.87,0.28,-0.8,-1.67
1.41,-0.21,1.28,-0.15,1.07,2.27,-0.87,0.28,-0.8,-1.67
1.417,-0.21,1.28,-0.15,1.07,2.27,-0.87,0.28,-0.8,-1.67
1.446,0.04,1.25,-0.11,1.07,2.27,-0.87,0.28,-0.8,-1.67
1.452,0.04,1.25,-0.11,1.07,2.27,-0.87,0.12,-1.05,-1.77
1.452,0.04,1.25,-0.11,1.79,2.44,-0.93,0.12,-1.05,-1.77
1.453,0.17,1.4,-0.21,1.79,2.44,-0.93,0.12,-1.05,-1.77
1.476,0.12,1.58,-0.17,1.79,2.44,-0.93,0.12,-1.05,-1.77
1.481,0.12,1.58,-0.17,1.79,2.44,-0.93,0.07,-1.14,-2.12
1.483,0.12,1.58,-0.17,3.98,4.11,1.21,0.07,-1.14,-2.12
1.484,0.12,1.58,-0.17,3.98,4.11,1.21,0.07,-1.14,-2.12
1.489,0.32,2.02,-0.31,3.98,4.11,1.21,0.07,-1.14,-2.12
1.522,0.82,1.88,-0.28,3.98,4.11,1.21,0.07,-1.14,-2.12
1.524,0.82,1.88,-0.28,3.98,4.11,1.21,0,-1.35,-2.55
1.526,0.82,1.88,-0.28,8.94,9.46,0.01,0,-1.35,-2.55
1.533,1.03,1.61,-0.3,8.94,9.46,0.01,0,-1.35,-2.55
1.542,1.03,1.61,-0.3,8.94,9.46,0.01,0,-1.35,-2.55
1.548,0.86,1.61,-0.72,8.94,9.46,0.01,0,-1.35,-2.55
1.549,0.86,1.61,-0.72,8.94,9.46,0.01,0.1,-1.49,-2.63
1.549,0.86,1.61,-0.72,9.75,9.85,-0.27,0.1,-1.49,-2.63
1.568,-0.21,1.52,-0.45,9.75,9.85,-0.27,0.1,-1.49,-2.63
1.588,-1.13,1.08,-0.16,9.75,9.85,-0.27,0.1,-1.49,-2.63
1.592,-1.13,1.08,-0.16,9.75,9.85,-0.27,0.25,0.46,-3.67
1.594,-1.13,1.08,-0.16,11.99,8.24,-2.35,0.25,0.46,-3.67
1.597,-1.13,1.08,-0.16,11.99,8.24,-2.35,0.25,0.46,-3.67
1.61,-0.97,0.99,-0.53,11.99,8.24,-2.35,0.25,0.46,-3.67
1.629,-0.66,0.95,-0.45,11.99,8.24,-2.35,0.25,0.46,-3.67
1.632,-0.66,0.95,-0.45,11.99,8.24,-2.35,0.45,0.72,-2.62
1.633,-0.66,0.95,-0.45,-1.83,3.29,-0.94,0.45,0.72,-2.62
1.65,-0.44,0.56,-0.11,-1.83,3.29,-0.94,0.45,0.72,-2.62
1.669,-0.44,0.56,-0.11,-1.83,3.29,-0.94,0.45,0.72,-2.62
1.671,-0.44,0.38,-0.57,-1.83,3.29,-0.94,0.45,0.72,-2.62
1.672,-0.44,0.38,-0.57,-1.83,3.29,-0.94,0.15,-1.13,-0.22
1.673,-0.44,0.38,-0.57,-1.63,3.31,-1.21,0.15,-1.13,-0.22
1.686,-0.19,0.26,0.03,-1.63,3.31,-1.21,0.15,-1.13,-0.22
1.705,0.12,0.14,0.25,-1.63,3.31,-1.21,0.15,-1.13,-0.22
1.706,0.12,0.14,0.25,-1.63,3.31,-1.21,-0.34,-1.97,1.25
1.707,0.12,0.14,0.25,3.66,-2.98,-0.26,-0.34,-1.97,1.25
1.723,0.12,0.14,0.25,3.66,-2.98,-0.26,-0.34,-1.97,1.25
1.729,0.21,0.13,-0.14,3.66,-2.98,-0.26,-0.34,-1.97,1.25
1.751,0,0.25,-0.1,3.66,-2.98,-0.26,-0.34,-1.97,1.25
1.753,0,0.25,-0.1,3.66,-2.98,-0.26,-0.3,-0.68,2.54
1.754,0,0.25,-0.1,7.43,-5.81,1.58,-0.3,-0.68,2.54
1.764,-0.32,0.38,-0.16,7.43,-5.81,1.58,-0.3,-0.68,2.54
1.776,-0.32,0.38,-0.16,7.43,-5.81,1.58,-0.3,-0.68,2.54
1.786,-0.49,0.43,-0.19,7.43,-5.81,1.58,-0.3,-0.68,2.54
1.788,-0.49,0.43,-0.19,7.43,-5.81,1.58,-0.31,1.87,3.22
1.789,-0.49,0.43,-0.19,6.2,-6.46,1.87,-0.31,1.87,3.22
1.806,-0.5,0.42,-0.17,6.2,-6.46,1.87,-0.31,1.87,3.22
1.83,-0.44,0.44,-0.14,6.2,-6.46,1.87,-0.31,1.87,3.22
1.832,-0.44,0.44,-0.14,6.2,-6.46,1.87,-0.61,2.31,4.31
1.833,-0.44,0.44,-0.14,-0.79,-4.79,0.33,-0.61,2.31,4.31
1.836,-0.44,0.44,-0.14,-0.79,-4.79,0.33,-0.61,2.31,4.31
1.86,-0.4,0.57,-0.14,-0.79,-4.79,0.33,-0.61,2.31,4.31
1.865,-0.51,0.85,-0.29,-0.79,-4.79,0.33,-0.61,2.31,4.31
1.866,-0.51,0.85,-0.29,-0.79,-4.79,0.33,-0.77,1.68,5.15
1.868,-0.51,0.85,-0.29,-2.82,-3.29,0.06,-0.77,1.68,5.15
1.883,-0.64,0.95,-0.44,-2.82,-3.29,0.06,-0.77,1.68,5.15
1.896,-0.64,0.95,-0.44,-2.82,-3.29,0.06,-0.77,1.68,5.15
1.905,-0.57,1.04,-0.44,-2.82,-3.29,0.06,-0.77,1.68,5.15
1.907,-0.57,1.04,-0.44,-2.82,-3.29,0.06,-0.85,1.59,5.44
1.908,-0.57,1.04,-0.44,-4.89,-3.4,-0.23,-0.85,1.59,5.44
1.924,-0.61,1.44,-0.64,-4.89,-3.4,-0.23,-0.85,1.59,5.44
1.946,-0.64,1.57,-0.6,-4.89,-3.4,-0.23,-0.85,1.59,5.44
1.948,-0.64,1.57,-0.6,-4.89,-3.4,-0.23,-0.81,1.57,5.37
1.949,-0.64,1.57,-0.6,-8.41,2.03,-3.68,-0.81,1.57,5.37
1.955,-0.64,1.57,-0.6,-8.41,2.03,-3.68,-0.81,1.57,5.37
1.963,-0.63,1.71,-0.35,-8.41,2.03,-3.68,-0.81,1.57,5.37
1.985,-0.79,1.52,-0.59,-8.41,2.03,-3.68,-0.81,1.57,5.37
1.987,-0.79,1.52,-0.59,-8.41,2.03,-3.68,-0.33,1.55,4.42
1.988,-0.79,1.52,-0.59,-10.6,6.92,-3.98,-0.33,1.55,4.42
2.003,-0.86,1.27,-0.73,-10.6,6.92,-3.98,-0.33,1.55,4.42
2.017,-0.86,1.27,-0.73,-10.6,6.92,-3.98,-0.33,1.55,4.42
2.023,-0.92,1.14,-0.49,-10.6,6.92,-3.98,-0.33,1.55,4.42
2.026,-0.92,1.14,-0.49,-10.6,6.92,-3.98,0.29,0.71,1.65
2.027,-0.92,1.14,-0.49,-11,7.09,-3.94,0.29,0.71,1.65
2.048,-0.65,1.13,-0.63,-11,7.09,-3.94,0.29,0.71,1.65
2.071,1.55,1.34,1.54,-11,7.09,-3.94,0.29,0.71,1.65
2.073,1.55,1.34,1.54,-11,7.09,-3.94,0.45,-0.48,-0.92
2.074,1.55,1.34,1.54,-11.68,2.79,-4.65,0.45,-0.48,-0.92
2.079,1.55,1.34,1.54,-11.68,2.79,-4.65,0.45,-0.48,-0.92
2.082,2.59,2.68,-1.1,-11.68,2.79,-4.65,0.45,-0.48,-0.92
2.101,-1.39,3.24,0.51,-11.68,2.79,-4.65,0.45,-0.48,-0.92
2.102,-1.39,3.24,0.51,-11.68,2.79,-4.65,1.59,2.05,-1.06
2.103,-1.39,3.24,0.51,5.37,14.65,4.72,1.59,2.05,-1.06
2.12,-3.53,-0.45,-1.08,5.37,14.65,4.72,1.59,2.05,-1.06
2.139,-3.53,-0.45,-1.08,5.37,14.65,4.72,1.59,2.05,-1.06
2.14,-1.15,-0.81,-1.28,5.37,14.65,4.72,1.59,2.05,-1.06
2.161,-1.15,-0.81,-1.28,6.67,14.03,4.95,1.59,2.05,-1.06
2.163,-1.15,-0.81,-1.28,6.67,14.03,4.95,1.7,2.62,-4.34
2.164,1.36,0.73,-1.84,6.67,14.03,4.95,1.7,2.62,-4.34
2.18,2.35,2.3,0.74,6.67,14.03,4.95,1.7,2.62,-4.34
2.181,2.35,2.3,0.74,6.67,14.03,4.95,0.49,-2.51,1.39
2.182,2.35,2.3,0.74,-13.24,-11.09,-11.29,0.49,-2.51,1.39
2.197,2.35,2.3,0.74,-13.24,-11.09,-11.29,0.49,-2.51,1.39
2.2,0.87,1.2,0.09,-13.24,-11.09,-11.29,0.49,-2.51,1.39
2.221,0.25,0.35,-0.31,-13.24,-11.09,-11.29,0.49,-2.51,1.39
2.224,0.25,0.35,-0.31,-13.24,-11.09,-11.29,-0.22,-1.12,-0.56
2.226,0.25,0.35,-0.31,9.11,3.1,4.07,-0.22,-1.12,-0.56
2.248,0.06,0.68,-0.63,9.11,3.1,4.07,-0.22,-1.12,-0.56
2.27,0.06,0.68,-0.63,9.11,3.1,4.07,-0.22,-1.12,-0.56
2.272,-0.45,1.04,-0.05,9.11,3.1,4.07,-0.22,-1.12,-0.56
2.273,-0.45,1.04,-0.05,9.11,3.1,4.07,0.2,0.39,-2.44
2.274,-0.45,1.04,-0.05,9.83,2.89,4.06,0.2,0.39,-2.44
2.279,-0.14,1.05,-0.12,9.83,2.89,4.06,0.2,0.39,-2.44
2.298,0.35,1.01,-0.23,9.83,2.89,4.06,0.2,0.39,-2.44
2.299,0.35,1.01,-0.23,9.83,2.89,4.06,0.18,-0.87,-1.54
2.3,0.35,1.01,-0.23,-2.55,-0.68,-0.13,0.18,-0.87,-1.54
2.314,0.35,1.01,-0.23,-2.55,-0.68,-0.13,0.18,-0.87,-1.54
2.318,0.18,0.95,-0.31,-2.55,-0.68,-0.13,0.18,-0.87,-1.54
2.341,-0.18,0.92,-0.24,-2.55,-0.68,-0.13,0.18,-0.87,-1.54
2.343,-0.18,0.92,-0.24,-2.55,-0.68,-0.13,0.22,-0.54,-1.31
2.344,-0.18,0.92,-0.24,0.89,-0.31,0.01,0.22,-0.54,-1.31
2.364,-0.28,0.92,-0.26,0.89,-0.31,0.01,0.22,-0.54,-1.31
2.374,-0.28,0.92,-0.26,0.89,-0.31,0.01,0.22,-0.54,-1.31
2.379,-0.22,1.02,-0.3,0.89,-0.31,0.01,0.22,-0.54,-1.31
2.384,-0.22,1.02,-0.3,0.89,-0.31,0.01,0.23,-0.28,-1.49
2.386,-0.22,1.02,-0.3,1.46,-0.27,0.09,0.23,-0.28,-1.49
2.397,-0.07,1.11,-0.34,1.46,-0.27,0.09,0.23,-0.28,-1.49
2.417,-0.02,1.09,-0.25,1.46,-0.27,0.09,0.23,-0.28,-1.49
2.419,-0.02,1.09,-0.25,1.46,-0.27,0.09,0.25,-0.7,-1.12
2.42,-0.02,1.09,-0.25,-1.01,0.31,-0.19,0.25,-0.7,-1.12
2.443,-0.02,1.09,-0.25,-1.01,0.31,-0.19,0.25,-0.7,-1.12
2.446,0.05,1.08,-0.22,-1.01,0.31,-0.19,0.25,-0.7,-1.12
2.458,0.22,1.11,-0.25,-1.01,0.31,-0.19,0.25,-0.7,-1.12
2.46,0.22,1.11,-0.25,-1.01,0.31,-0.19,0.17,-0.8,-1.15
2.461,0.22,1.11,-0.25,2.17,1.12,0.39,0.17,-0.8,-1.15
2.48,0.3,1.08,-0.24,2.17,1.12,0.39,0.17,-0.8,-1.15
2.495,0.3,1.08,-0.24,2.17,1.12,0.39,0.17,-0.8,-1.15
2.499,0.23,1.11,-0.28,2.17,1.12,0.39,0.17,-0.8,-1.15
2.5,0.23,1.11,-0.28,2.17,1.12,0.39,0.13,-0.73,-1.7
2.501,0.23,1.11,-0.28,2.84,1.22,0.38,0.13,-0.73,-1.7
2.515,0.18,1.34,-0.24,2.84,1.22,0.38,0.13,-0.73,-1.7
2.541,0.27,1.47,-0.13,2.84,1.22,0.38,0.13,-0.73,-1.7
2.546,0.27,1.47,-0.13,2.84,1.22,0.38,0.1,-0.81,-2.47
2.548,0.27,1.47,-0.13,5.22,2.28,0.23,0.1,-0.81,-2.47
2.554,0.27,1.47,-0.13,5.22,2.28,0.23,0.1,-0.81,-2.47
2.555,0.38,1.42,-0.21,5.22,2.28,0.23,0.1,-0.81,-2.47
2.575,0.31,1.53,-0.52,5.22,2.28,0.23,0.1,-0.81,-2.47
2.577,0.31,1.53,-0.52,5.22,2.28,0.23,0.07,-1.23,-3.09
2.578,0.31,1.53,-0.52,7.17,5.52,-0.23,0.07,-1.23,-3.09
2.597,0.37,1.97,-0.62,7.17,5.52,-0.23,0.07,-1.23,-3.09
2.615,0.37,1.97,-0.62,7.17,5.52,-0.23,0.07,-1.23,-3.09
2.618,0.92,1.69,-0.63,7.17,5.52,-0.23,0.07,-1.23,-3.09
2.62,0.92,1.69,-0.63,7.17,5.52,-0.23,0.01,-2.27,-3.23
2.622,0.92,1.69,-0.63,8.34,6.01,-0.64,0.01,-2.27,-3.23
2.649,1.12,1.67,-0.75,8.34,6.01,-0.64,0.01,-2.27,-3.23
2.656,0,1.99,-0.14,8.34,6.01,-0.64,0.01,-2.27,-3.23
2.658,0,1.99,-0.14,8.34,6.01,-0.64,-0.09,-2.4,-2.89
2.661,0,1.99,-0.14,13.95,9.47,-4.88,-0.09,-2.4,-2.89
2.683,0,1.99,-0.14,13.95,9.47,-4.88,-0.09,-2.4,-2.89
2.686,-1.06,1.4,-0.51,13.95,9.47,-4.88,-0.09,-2.4,-2.89
2.696,-0.98,0.79,-0.32,13.95,9.47,-4.88,-0.09,-2.4,-2.89
2.698,-0.98,0.79,-0.32,13.95,9.47,-4.88,0.14,0.75,-3.72
2.699,-0.98,0.79,-0.32,0.44,6.6,-1.24,0.14,0.75,-3.72
2.713,-0.73,0.31,-0.09,0.44,6.6,-1.24,0.14,0.75,-3.72
